"","means_1","means_2","means_3","hmr","mar"
"HMR_0578",0.169914754098361,0.169914754098361,0.169914754098361,"HMR_0578","MAR00578"
"HMR_0587",-0.0838245944766608,-0.0842275907243257,-0.0806133603356323,"HMR_0587","MAR00587"
"HMR_2127",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_2127","MAR02127"
"HMR_2141",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_2141","MAR02141"
"HMR_3946",0,0.000273009568360123,0,"HMR_3946","MAR03946"
"HMR_4760",0.000769536594810895,0.00071009664544703,0.000775644028103044,"HMR_4760","MAR04760"
"HMR_4874",-0.00892802759100996,-0.00590540518805211,-0.00982423765033052,"HMR_4874","MAR04874"
"HMR_4888",-0.02027367071935,-0.0193823866705588,-0.0167739630214431,"HMR_4888","MAR04888"
"HMR_4898",0.0215703351025108,0.0212674939269054,0.0202735601274277,"HMR_4898","MAR04898"
"HMR_4905",0.000775644028100452,0.000775644028094856,0.000775644028093637,"HMR_4905","MAR04905"
"HMR_4914",-0.167482319191946,-0.16770926218777,-0.167939494432578,"HMR_4914","MAR04914"
"HMR_4922",-6.67586858212231e-05,-0.000382577989082125,-0.000169535535379557,"HMR_4922","MAR04922"
"HMR_4957",0.012301008825149,0.00970926772007681,0.0136103204714551,"HMR_4957","MAR04957"
"HMR_5122",0.00892802759100996,0.00590540518805211,0.00982423765033052,"HMR_5122","MAR05122"
"HMR_5361",-0.000389138066841857,-0.000246623538012584,-0.000127266849224685,"HMR_5361","MAR05361"
"HMR_6286",0.000180731687588172,0,0.000397358855757007,"HMR_6286","MAR06286"
"HMR_6293",0.000158756482802038,0,0,"HMR_6293","MAR06293"
"HMR_6295",0.00304863614991685,0.0035743513854801,0.00349742921566769,"HMR_6295","MAR06295"
"HMR_6305",0,0.000684403659133324,0,"HMR_6305","MAR06305"
"HMR_6306",0,0.000684403659133324,0,"HMR_6306","MAR06306"
"HMR_6317",0.000369522871132015,0,0,"HMR_6317","MAR06317"
"HMR_6318",0.000369522871132015,0,0,"HMR_6318","MAR06318"
"HMR_6323",0,0,0.00341800467533499,"HMR_6323","MAR06323"
"HMR_6324",0,0,0.00341800467533499,"HMR_6324","MAR06324"
"HMR_6328",-0.0358320273813835,-0.0387759334196307,-0.0412544027537792,"HMR_6328","MAR06328"
"HMR_6389",0.00350717312706388,0.00246494979496958,0.00083364627434079,"HMR_6389","MAR06389"
"HMR_6431",0.000775644028103044,0.000775644028103044,0.000775644028103044,"HMR_6431","MAR06431"
"HMR_6438",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"HMR_6438","MAR06438"
"HMR_6446",0.000775644028103044,0.000764719464326945,0.000775644028103044,"HMR_6446","MAR06446"
"HMR_6454",0.000775644028103044,0.000775644028103044,0.000775644028103044,"HMR_6454","MAR06454"
"HMR_7638",0.0127176517230351,0.0161921137572785,0.00887703342233599,"HMR_7638","MAR07638"
"HMR_8009",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_8009","MAR08009"
"HMR_8614",0.000775644028103045,0.000775644028103044,0.000775644028103044,"HMR_8614","MAR08614"
"HMR_8891",0.0811764638337873,0.0822973674358063,0.0839852229126783,"HMR_8891","MAR08891"
"HMR_8639",0.500234192037471,0.500234192037471,0.500234192037471,"HMR_8639","MAR08639"
"HMR_0796",-0.000329801397774097,-0.000316812349505657,-0.00041552358648361,"HMR_0796","MAR00796"
"HMR_3987",0.0298474849063112,0.0373678040474584,0.0284198839227047,"HMR_3987","MAR03987"
"HMR_4887",0.0308368890996447,0.0383182410959645,0.0296664546821587,"HMR_4887","MAR04887"
"HMR_4907",0.000329801397774643,0.000316812349505759,0.000415523586483805,"HMR_4907","MAR04907"
"HMR_4962",0.0600247712104017,0.0750524204444166,0.0572552914318941,"HMR_4962","MAR04962"
"HMR_5047",0.00032980139777441,0.000316812349505764,0.000415523586484064,"HMR_5047","MAR05047"
"HMR_7570",0.000164900698889522,0.000158406174749959,0.000207761793242414,"HMR_7570","MAR07570"
"HMR_8887",-0.000329801397779045,-0.000316812349499918,-0.000415523586484829,"HMR_8887","MAR08887"
"HMR_2777",0.000146233496927143,0.000126691295312863,0.000155444964871194,"HMR_2777","MAR02777"
"HMR_4765",-0.00020408788062326,-0.000231474090444305,-0.000193348946135831,"HMR_4765","MAR04765"
"HMR_4846",-0.000146233496927143,-0.000126691295312863,-0.000155444964871194,"HMR_4846","MAR04846"
"HMR_4883",-0.00352102005422133,-0.00350205827988434,-0.00348140515222482,"HMR_4883","MAR04883"
"HMR_4894",0.00425592505854801,0.00425592505854801,0.00425592505854801,"HMR_4894","MAR04894"
"HMR_5347",-0.000146233496927145,-0.000126691295312863,-0.000155444964871194,"HMR_5347","MAR05347"
"HMR_6629",0.00305509235795666,0.00307405413229364,0.00309470725995316,"HMR_6629","MAR06629"
"HMR_7778",7.92298039930096e-05,4.13062553190329e-05,2.32329036961181e-20,"HMR_7778","MAR07778"
"HMR_7780",7.92298039930098e-05,4.13062553190329e-05,-5.42101086242752e-20,"HMR_7780","MAR07780"
"HMR_8716",0.000418359180512272,0.000403039247658197,0.000387822014051522,"HMR_8716","MAR08716"
"HMR_9809",0.00129092767616974,0.0013298759763663,0.00121789186758921,"HMR_9809","MAR09809"
"HMR_9811",58.9974322668851,57.7296041584071,66.7545784743468,"HMR_9811","MAR09811"
"HMR_9813",0.000464047693385573,0.000350238340479946,0.000379500205609609,"HMR_9813","MAR09813"
"HMR_9038",-1.70736588909993,-2.17206499323811,-1.97292044161927,"HMR_9038","MAR09038"
"HMR_9039",-3.2948192289826,-4.1662443393556,-3.91003055466,"HMR_9039","MAR09039"
"HMR_9040",-0.0919171941998839,-0.27129706702103,-0.298329976580796,"HMR_9040","MAR09040"
"HMR_9041",-0.258318508547087,-0.827756822904641,-1.03195225828036,"HMR_9041","MAR09041"
"HMR_9042",-0.0771695034022388,-0.0786969506627969,-0.24915068584811,"HMR_9042","MAR09042"
"HMR_9043",-0.268154007975994,-0.319090885670632,-0.136313716962195,"HMR_9043","MAR09043"
"HMR_9044",-3.4125872241486,-4.44126066567481,-4.42855759258696,"HMR_9044","MAR09044"
"HMR_9045",-0.044477287060429,-0.080648711943794,-0.164162509960037,"HMR_9045","MAR09045"
"HMR_9046",-4.50686143389027,-5.15732686181252,-5.74349651098489,"HMR_9046","MAR09046"
"HMR_9048",-0.00116012160957826,-0.000517533322865761,-0.00103409130824919,"HMR_9048","MAR09048"
"HMR_9058",0.000183658255557736,2.28814279117328e-05,5.80207636333221e-05,"HMR_9058","MAR09058"
"HMR_9061",-6.06181968837043,-7.64276790353934,-7.14021381889239,"HMR_9061","MAR09061"
"HMR_9062",-2.94936493901457,-3.5202631359802,-3.41283416375339,"HMR_9062","MAR09062"
"HMR_9063",-4.13315178180892,-4.9896933330813,-4.62860990297758,"HMR_9063","MAR09063"
"HMR_9064",-1.19106360589809,-1.69503433717057,-2.04208297089328,"HMR_9064","MAR09064"
"HMR_9065",-0.725367146782198,-0.823221368341742,-1.22181370793073,"HMR_9065","MAR09065"
"HMR_9067",18.8353864261571,10.1646416252429,15.8165402963029,"HMR_9067","MAR09067"
"HMR_9068",-2.00959205377492,-2.81470772526207,-2.76659769153563,"HMR_9068","MAR09068"
"HMR_9069",-3.71767979292732,-3.16202979668268,-5.61614799375518,"HMR_9069","MAR09069"
"HMR_9072",57.8203949071835,92.7385202905943,56.8676038896563,"HMR_9072","MAR09072"
"HMR_9078",0.00888379501987209,0.00797116188467826,0.00783520719472226,"HMR_9078","MAR09078"
"HMR_9079",142.943067483433,119.494312583917,164.974786441805,"HMR_9079","MAR09079"
"HMR_9103",-0.219341047498571,-0.487749806349615,-0.0757244489938088,"HMR_9103","MAR09103"
"HMR_9107",-0.000769536594810895,-0.00071009664544703,-0.000775644028103044,"HMR_9107","MAR09107"
"HMR_9108",-262.416355248966,-250.765200396113,-262.746643198327,"HMR_9108","MAR09108"
"HMR_9109",-0.000152685832303749,-8.73965102087937e-05,-5.54031448645031e-05,"HMR_9109","MAR09109"
"HMR_9110",-0.000622958195799298,-0.00068824751789425,-0.000720240883238541,"HMR_9110","MAR09110"
"HMR_9122",-0.000164900698889522,-0.000158406174749959,-0.000207761793242414,"HMR_9122","MAR09122"
"HMR_9140",0.00148276890371894,0.00334191934902829,0,"HMR_9140","MAR09140"
"HMR_9143",-0.000775644028103045,-0.000775644028103044,-0.000775644028103044,"HMR_9143","MAR09143"
"HMR_9146",4.47546757123362,7.04753829862936,1.99325351206037,"HMR_9146","MAR09146"
"HMR_9147",-0.00699097280514102,-0.0073706946152508,-0.0066145061363635,"HMR_9147","MAR09147"
"HMR_9152",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"HMR_9152","MAR09152"
"HMR_9154",-0.000775644028103044,-0.000764719464326945,-0.000775644028103044,"HMR_9154","MAR09154"
"HMR_9159",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"HMR_9159","MAR09159"
"HMR_9166",-0.272434638073824,-0.254790370371763,-0.284059092651395,"HMR_9166","MAR09166"
"HMR_9167",-0.000775644028103045,-0.000775644028103044,-0.000775644028103044,"HMR_9167","MAR09167"
"HMR_9205",0.346479099346387,0.346910863646712,0.4506502360817,"HMR_9205","MAR09205"
"HMR_9206",-0.346479099346387,-0.346910863646712,-0.4506502360817,"HMR_9206","MAR09206"
"HMR_9215",-0.00116009367681499,-0.00116009367681499,-0.00116009367681499,"HMR_9215","MAR09215"
"HMR_9232",-0.201906474538085,-0.22319031088507,-0.153778178619444,"HMR_9232","MAR09232"
"HMR_9235",-1.6302830277989,-1.87126310247774,-1.3268693006488,"HMR_9235","MAR09235"
"HMR_9253",0.0253984738028368,0.0126647925497212,0.0510819816589988,"HMR_9253","MAR09253"
"HMR_9259",-0.0636214863809312,-0.0694881492810894,-0.0814991096407458,"HMR_9259","MAR09259"
"HMR_9269",-0.000775644028103045,-0.000775644028103044,-0.000775644028103044,"HMR_9269","MAR09269"
"HMR_9271",-0.000182610011648402,-0.000155223801827357,-0.000193348946135831,"HMR_9271","MAR09271"
"HMR_9273",0.000182610011648402,0.000155223801827357,0.000193348946135831,"HMR_9273","MAR09273"
"HMR_9280",-10.9019759024905,-19.6470029440636,-9.90319177784644,"HMR_9280","MAR09280"
"HMR_9285",-0.457270789374019,-0.457270789374019,-0.457270789374019,"HMR_9285","MAR09285"
"HMR_9286",-0.0148110609584974,-0.014080367762783,-0.0152221548594992,"HMR_9286","MAR09286"
"HMR_9295",-0.580797594228553,-0.59229658518735,-0.579012444376476,"HMR_9295","MAR09295"
"HMR_9300",-0.12108038042873,-0.128972553191781,-0.130390728432016,"HMR_9300","MAR09300"
"HMR_9303",0.201906474538085,0.22319031088507,0.153778178619444,"HMR_9303","MAR09303"
"HMR_9346",-0.0277069384951289,-0.0282403411341879,-0.025946022480766,"HMR_9346","MAR09346"
"HMR_9348",-0.122182310793139,-0.135104213770272,-0.1007204972408,"HMR_9348","MAR09348"
"HMR_9351",-0.178404831363291,-0.163959718969555,-0.163959718969555,"HMR_9351","MAR09351"
"HMR_9353",-0.610820681143471,-0.590006605403287,-0.622972146692524,"HMR_9353","MAR09353"
"HMR_9358",0,0,0.000398739474431014,"HMR_9358","MAR09358"
"HMR_9363",-0.00443977017004805,-0.00921607377726038,-0.00770505538202569,"HMR_9363","MAR09363"
"HMR_9378",-0.0353283372365341,-0.0353283372365383,-0.0353283372365221,"HMR_9378","MAR09378"
"HMR_9383",-11.7860563440802,-18.6601523590937,-5.14756284117633,"HMR_9383","MAR09383"
"HMR_9404",-0.00146067294952211,-0.00127356083199582,-0.00115572922411377,"HMR_9404","MAR09404"
"HMR_9406",0.00392149697862801,0.00241590319218132,0,"HMR_9406","MAR09406"
"HMR_9418",0.833729745365259,0.767754098183448,0,"HMR_9418","MAR09418"
"HMR_9421",0.515676472856011,-0.816018469110689,0.621871627973853,"HMR_9421","MAR09421"
"HMR_9423",-0.0542947040476065,-0.0332053125081479,-0.0607579416326617,"HMR_9423","MAR09423"
"HMR_9440",-1.12674628518363,-1.11519845719811,-1.12867004475032,"HMR_9440","MAR09440"
"HMR_9456",-0.00215950204449309,-0.000808511460940851,0,"HMR_9456","MAR09456"
"HMR_9463",11.0086346447824,20.1161274251079,9.90319177784644,"HMR_9463","MAR09463"
"HMR_9690",0.695896642486242,0.702743816622967,0.662279871946754,"HMR_9690","MAR09690"
"HMR_9691",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"HMR_9691","MAR09691"
"HMR_9729",-7.61030444964871,-7.61030444964871,-7.61030444964871,"HMR_9729","MAR09729"
"ACRNtm",-0.00186210432912338,-0.00181087621726944,-0.00181170960187354,"ACRNtm","MAR00060"
"AMY2e",0.000266026049785104,0.000659416140625385,0.000825044178938036,"AMY2e","MAR00072"
"BILDGLCURtr",0.000182610011648402,0.000155223801827357,0.000193348946135831,"BILDGLCURtr","MAR00089"
"BTNt4i",0.000763429161518745,0.000775644028103044,0.000775644028103044,"BTNt4i","MAR00095"
"C180CRNt",5.57492587337682e-05,5.87224216821909e-05,8.01568772246682e-05,"C180CRNt","MAR00107"
"CITtam",-0.000138041446281566,-6.97127938018161e-05,0,"CITtam","MAR00125"
"CLS_hs",0.00113278257251952,0.000729786324854579,0.00434401671354798,"CLS_hs","MAR00129"
"EX_atp[e]",-843.957899393304,-843.946516702635,-843.986141142679,"EX_atp[e]","MAR00569"
"EX_crvnc[e]",-7.86767315799417e-05,-0.000177471366940531,-0.00019532695474487,"EX_crvnc[e]","MAR00573"
"EX_glyc_S[e]",0.00369666634627295,0.00352994310897849,0,"EX_glyc_S[e]","MAR00603"
"EX_glygn2[e]",-0.000266026049785104,-0.000659416140625385,-0.000825044178938036,"EX_glygn2[e]","MAR00606"
"EX_glygn4[e]",0.000266026049785104,0.000659416140625385,0.000825044178938036,"EX_glygn4[e]","MAR00608"
"EX_lpchol_hs[e]",-2.33786298548747,-2.33787597453574,-2.33777726329876,"EX_lpchol_hs[e]","MAR00628"
"EX_pe_hs[e]",-0.789835103934242,-0.789840895488161,-0.789675878220141,"EX_pe_hs[e]","MAR00656"
"EX_pglyc_hs[e]",-0.124742295081967,-0.124742295081967,-0.124742295081967,"EX_pglyc_hs[e]","MAR00658"
"EX_ps_hs[e]",-0.0787409836065571,-0.0787409836065573,-0.0787409836065574,"EX_ps_hs[e]","MAR00661"
"EX_strdnc[e]",-0.00027530834617755,-0.000282419011553911,-0.00029016393442623,"EX_strdnc[e]","MAR00695"
"FAOXC161802m",0.00028825915560506,0.000305600013698658,0.00029016393442623,"FAOXC161802m","MAR00764"
"FAOXC180",0.00027530834617755,0.000282419011553911,0.00029016393442623,"FAOXC180","MAR00776"
"FAOXC182806m",0.000867671501789034,0.00084921290957661,0.000742338719722267,"FAOXC182806m","MAR00785"
"FAOXC18280m",0.000529161528301278,0.000408023683280419,0.000354065762642369,"FAOXC18280m","MAR00788"
"FAOXC18480m",4.56359766061189e-05,9.25208700283713e-05,0.000153481181182887,"FAOXC18480m","MAR00818"
"FAOXC2051843m",4.56359766061189e-05,9.25208700283713e-05,0.000153481181182887,"FAOXC2051843m","MAR00923"
"FAOXC226205m",4.56359766061189e-05,9.25208700282171e-05,0.000153481181182887,"FAOXC226205m","MAR00970"
"FOLt2",-3.73429481780041,-5.33359280455774,-1.60775273929679,"FOLt2","MAR01047"
"GLCt2_2",-1.02302633930739e-15,-112.653083442638,-8.61744538161432e-16,"GLCt2_2","MAR01378"
"GLYC_St",0.00369666634627294,0.00352994310897849,0,"GLYC_St","MAR01385"
"HPYRR2x",0.00184833317313647,0.00176497155448925,0,"HPYRR2x","MAR01453"
"LNELDCCRNt",5.83832380728142e-05,4.20126141194368e-05,6.18024746592125e-05,"LNELDCCRNt","MAR01486"
"LNLCCRNt",0.00012736548633041,8.05446529622377e-05,0.000115675254226694,"LNLCCRNt","MAR01487"
"LPCHOLt",2.33786298548747,2.33787597453574,2.33777726329876,"LPCHOLt","MAR01499"
"NAHCO3_HCLt",0.0276877036719432,0.475830749115475,0.0276083090745175,"NAHCO3_HCLt","MAR01525"
"NMNATr",0.035328337236534,0.0353283372365383,0.0353283372365237,"NMNATr","MAR01542"
"PEt",0.789835103934242,0.789840895488161,0.789675878220141,"PEt","MAR01601"
"PGLYCt",0.124742295081967,0.124742295081967,0.124742295081967,"PGLYCt","MAR01607"
"PSt3",0.0787409836065571,0.0787409836065573,0.0787409836065574,"PSt3","MAR01669"
"RDH2a",0.0230162571283534,0.0302039646495887,0.0245350590133288,"RDH2a","MAR01690"
"THFt2",0.547344483260321,1.38372760959148,0.405571968041201,"THFt2","MAR01780"
"UGT1A10r",-0.000386697892271663,-0.000386697892271663,-0.000386697892271663,"UGT1A10r","MAR01820"
"XOLEST2te",0.0476590163934435,0.0476590163934423,0.0476590163934424,"XOLEST2te","MAR01827"
"EX_ahdt[e]",262.416355248966,250.765200396113,262.746643198327,"EX_ahdt[e]","MAR01871"
"EX_dha[e]",-0.00061576334331879,0,-0.0017146537303446,"EX_dha[e]","MAR01921"
"EX_fad[e]",-0.00077564402810305,-0.000775644028102248,-0.00077564402810305,"EX_fad[e]","MAR01939"
"r0193",-0.0229403603650681,-0.0414865022676068,-0.0114208747404203,"r0193","MAR02027"
"r0309",0.000161187459515114,0.000145069804439607,0.000184975919532055,"r0309","MAR02028"
"r0310",0.000127071696089946,0.000160530209259051,0.000105188014894175,"r0310","MAR02035"
"r0707",-262.416355248966,-250.765200396113,-262.746643198327,"r0707","MAR02186"
"r0791",-0.0012524113496738,-0.00129581882271886,-0.00116054939236414,"r0791","MAR02207"
"r0941",-0.00899433217084425,-0.0088750569171842,-0.00783520719472226,"r0941","MAR02225"
"r1147",0.000114123439488097,0.00020413629316885,0,"r1147","MAR02303"
"r1253",0.00027530834617755,0.000282419011553911,0.00029016393442623,"r1253","MAR02313"
"r1400",-0.000291363904978658,-0.000279524872879482,-0.000250600743358817,"r1400","MAR02340"
"r1423",331.709734725105,651.205769416169,320.565671807163,"r1423","MAR02351"
"r2373",0.00372968368951037,0.00693971495518853,0.00236394675665287,"r2373","MAR02405"
"r2510",0.000146863233783807,0.000126691295312861,0.000155444964871194,"r2510","MAR02432"
"RE1804M",0.000105012995578967,6.6950697828073e-05,0.000123103420921689,"RE1804M","MAR02885"
"RE1807M",0.000105012995578967,7.06458665293695e-05,0.000123103420921689,"RE1807M","MAR02891"
"RE2269E",2.23681762340281,2.33943887581902,3.13191559049849,"RE2269E","MAR03042"
"RE2426C",-19.705001221141,-33.6041274138084,-13.727927668414,"RE2426C","MAR03119"
"EX_HC00822[e]",-0.0298474849063112,-0.0373678040474584,-0.0284198839227047,"EX_HC00822[e]","MAR04142"
"EX_HC02192[e]",-0.727071003073404,-0.298629617139217,0,"EX_HC02192[e]","MAR04146"
"EX_HC02193[e]",-41.2815487156689,-42.6173589825614,-34.3643023824273,"EX_HC02193[e]","MAR04148"
"EX_HC02191[e]",42.0086197187423,42.9159885997006,34.3643023824273,"EX_HC02191[e]","MAR04164"
"EX_CE5786[e]",-2.2368176234028,-2.33943887581902,-3.13191559049849,"EX_CE5786[e]","MAR04341"
"EX_CE5788[e]",2.23681762340281,2.33943887581902,3.13191559049849,"EX_CE5788[e]","MAR04349"
"EX_crm_hs[e]",-2.74526719149695,-2.75499903460353,-2.73828903589969,"EX_crm_hs[e]","MAR04384"
"PIt8",-513.360341692318,-193.828352062766,-524.543576331204,"PIt8","MAR04411"
"FAOXC61C4m",0.001256583287198,0.00130328130251567,0.00116054939236414,"FAOXC61C4m","MAR06279"
"FAOXC8C6m",0.00126668046891592,0.00131447502221089,0.00116054939236414,"FAOXC8C6m","MAR06329"
"CYSSNAT5tc",0.196216402337458,0.293501767801805,0,"CYSSNAT5tc","MAR06887"
"GLYGLYCNc",-0.341966711538107,-0.341370393417871,-0.018001806624289,"GLYGLYCNc","MAR06898"
"Coqe",0.000590060484242751,0.000513454497476665,0.000554031448645035,"Coqe","MAR07819"
"EX_tdechola[e]",-0.106658742291854,-0.469124481044232,0,"EX_tdechola[e]","MAR08959"
"EX_q10[e]",-0.000590060484242751,-0.000513454497476665,-0.000554031448645035,"EX_q10[e]","MAR08966"
"EX_q10h2[e]",-0.000185583543860298,-0.000262189530626382,-0.000221612579458013,"EX_q10h2[e]","MAR08967"
"GLUPROASCT1",2.19602452732255,0.915108898340705,2.53974170897291,"GLUPROASCT1","MAR08972"
"PPItm",-0.01736759239736,-0.0191984990936643,-0.0230887766935306,"PPItm","MAR08987"
"Q10H2e",-0.000185583543860298,-0.000262189530626382,-0.000221612579458013,"Q10H2e","MAR08991"
"RPEc",0.0210144697562754,0.0126240935945205,0.0163871716075959,"RPEc","MAR08992"
"TAURCHAe",0.833729745365259,0.767754098183448,0,"TAURCHAe","MAR08995"
"q10h2tc",-0.000185583543860298,-0.000262189530626382,-0.000221612579458013,"q10h2tc","MAR08997"
"q10tm",0.00059006048424275,0.000513454497476665,0.000554031448645035,"q10tm","MAR08998"
"MAL_Lte",0.0680169057455173,0.069180026061899,0.066008361009686,"MAL_Lte","MAR09030"
"OROTGLUt",-0.695896642486242,-0.702743816622967,-0.662279871946754,"OROTGLUt","MAR09031"
"PEPtr",-0.197759457953691,-0.206752978480347,-0.199993784443153,"PEPtr","MAR09112"
"2PGtr",0.000147809290232164,0.000103922796935899,0,"2PGtr","MAR09820"
"DCMPtr",0.197634101573003,0.218723493112461,0.191170863987947,"DCMPtr","MAR09824"
"DHAPtr",0.00061576334331879,-1.36823260077044e-18,0.0017146537303446,"DHAPtr","MAR09825"
"ETHAMPtr",0.000422507306975972,0.000416715753057201,0.000581733021077283,"ETHAMPtr","MAR09827"
"FUMtr",0.0274112408147468,0.02604921506644,0.029232383076754,"FUMtr","MAR09828"
"GLCURtr",7.93966327944323e-05,9.83210739913016e-05,0.000110806289727951,"GLCURtr","MAR09830"
"ICITtr",0.00184737317671357,0.008988040050392,0.00181170960187354,"ICITtr","MAR09831"
"UDPGLCURtr",0.00620975056439713,0.00625858759112105,0.00607114084978254,"UDPGLCURtr","MAR09837"
"GLYC3tr",0.077912959079729,0.0814497315963507,0.066396629870992,"GLYC3tr","MAR09839"
"OROT5Ptr",0.734848398926523,0.741695573063248,0.701231628387035,"OROT5Ptr","MAR09841"
"EX_2pg[e]",-0.000147809290232164,-0.000103922796935899,0,"EX_2pg[e]","MAR09842"
"EX_dcmp[e]",-0.197634101573003,-0.218723493112461,-0.191170863987947,"EX_dcmp[e]","MAR09847"
"EX_ethamp[e]",-0.000422507306975972,-0.000416715753057201,-0.000581733021077283,"EX_ethamp[e]","MAR09849"
"EX_icit[e]",-0.00184737317671357,-0.008988040050392,-0.00181170960187354,"EX_icit[e]","MAR09854"
"EX_pep[e]",-0.197759457953691,-0.206752978480347,-0.199993784443153,"EX_pep[e]","MAR09858"
"EX_udpglcur[e]",-0.00620975056439713,-0.00625858759112105,-0.00607114084978254,"EX_udpglcur[e]","MAR09864"
"EX_orot5p[e]",-0.734848398926523,-0.741695573063248,-0.701231628387035,"EX_orot5p[e]","MAR09867"
"EX_glyc3p[e]",-0.077912959079729,-0.0814497315963507,-0.066396629870992,"EX_glyc3p[e]","MAR09868"
"FOLOAT1tc",-0.0635872977452896,-0.0694826922767683,-0.0814401834489768,"FOLOAT1tc","MAR09883"
"FOLOATPtc",-0.110323384005348,-0.340908839797915,-0.00463488468085648,"FOLOATPtc","MAR09885"
"GLUB0AT3tc",0.0276877036719431,0.474702296139135,0.0275806075020853,"GLUB0AT3tc","MAR09888"
"PCRNte",0.000181449628613209,0.000162874337868897,0.000226807538342852,"PCRNte","MAR09913"
"EX_pcrn[e]",0.000653033274260212,0.000530363791764945,0.000378102929486666,"EX_pcrn[e]","MAR09921"
"EX_lneldccrn[e]",-0.000531463986395655,-0.000408023683280419,-0.000354065762642369,"EX_lneldccrn[e]","MAR09922"
"HC00342te",-0.00320739263271888,-0.0035743513854801,-0.00349742921566769,"HC00342te","MAR09928"
"HXCOAc",-58.783653576299,-57.5158224253861,-66.5407967413257,"HXCOAc","MAR09949"
"LNLCCRNNAt",-0.00059129832203554,-0.00057040232999839,-0.000508243636090796,"LNLCCRNNAt","MAR09959"
"C03990t",41.8451892688299,42.7544906731247,34.2005291070844,"C03990t","MAR10011"
"C05463t2",-0.106658742291854,-0.469124481044232,0,"C05463t2","MAR10021"
"EX_forglu[e]",-0.0114299957616715,-0.00492293720749615,-0.00408874539308101,"EX_forglu[e]","MAR10242"
